case_id,title,date,status,amount,detail,link,link_detail
A5020,兄弟接連因遺傳發病 16歲兒憂「大人都倒下」,2020/11/10,已結案,838275,明細,https://tw.appledaily.com/headline/20201110/TRZTUV7ZWFD6FELN3UWORHSQ3A/,https://tw.feature.appledaily.com/charity/projdetail/A5020
A5019,婦淚喚中風夫快醒回家團圓 「他人好又孝順」,2020/11/09,已結案,815435,明細,https://tw.appledaily.com/headline/20201109/7GJC36ITUFCK5P3TCZ3Z4ZUE4E/,https://tw.feature.appledaily.com/charity/projdetail/A5019
A5018,雕刻師傅罹舌癌　愁居漏水屋「對不起妻小」,2020/11/06,已結案,1204081,明細,https://tw.appledaily.com/headline/20201106/IZLI7LCHSFFHJDVO7W5LGNONUE/,https://tw.feature.appledaily.com/charity/projdetail/A5018
A5017,2女皆身障　單親媽求生手術縮胃,2020/11/05,已結案,993203,明細,https://tw.appledaily.com/headline/20201105/BMX7PUVCNRFETMNT3RQKYMSPRY/,https://tw.feature.appledaily.com/charity/projdetail/A5017
A5016,女暫停復學顧雙親　「養育恩比親生偉大」,2020/11/04,已結案,1328725,明細,https://tw.appledaily.com/headline/20201104/YDHKVKCMEZFRBCLTO5GFMVDVU4/,https://tw.feature.appledaily.com/charity/projdetail/A5016
A5015,夫病弱　撐家婦憂腦腫瘤術後難撐4口,2020/11/02,已結案,1233943,明細,https://tw.appledaily.com/headline/20201102/JIJF5OF3PZD37NII4JU32HCXBI/,https://tw.feature.appledaily.com/charity/projdetail/A5015
A5014,勤奮癌父淌淚　交待妻「要辛苦你幫我養大2子」,2020/10/30,已結案,945073,明細,https://tw.appledaily.com/headline/20201030/CPPG6O7IWNBNDAWYKUMYBWHUUM/,https://tw.feature.appledaily.com/charity/projdetail/A5014
A5013,婦顧中風前夫未料自己也癱倒　自責對不起兒,2020/10/29,已結案,861138,明細,https://tw.appledaily.com/headline/20201029/H245SFU5PZHBHDVGBHANG6OQEI/,https://tw.feature.appledaily.com/charity/projdetail/A5013
A5012,寡母病重待換骨髓　為4子女必須努力求活,2020/10/28,已結案,1083415,明細,https://tw.appledaily.com/headline/20201028/P467JGH6XVC4ZHSYPTV2QSWZWE/,https://tw.feature.appledaily.com/charity/projdetail/A5012
A5011,單親癌爸治療難負重工作　憂子女未成年,2020/10/27,已結案,1039929,明細,https://tw.appledaily.com/headline/20201027/SDPTIRMC7FHO5PVARQOGAQJAIM/,https://tw.feature.appledaily.com/charity/projdetail/A5011
A5010,壯年好爸爸中風癱倒　妻兒心疼「不放棄」,2020/10/26,已結案,888200,明細,https://tw.appledaily.com/headline/20201026/W5DS3SM2EVBALKV6UXY7A4CUXU/,https://tw.feature.appledaily.com/charity/projdetail/A5010
A5009,放不下極重度殘女　慈父忍癌痛2年惡化,2020/10/23,已結案,1123264,明細,https://tw.appledaily.com/headline/20201023/CR2IEB3SJNGJBMMHGTPV6XFCHU/,https://tw.feature.appledaily.com/charity/projdetail/A5009
A5008,單親媽樂觀抗癌　「讓孩子記得的我們是開心」,2020/10/22,已結案,1276315,明細,https://tw.appledaily.com/headline/20201022/MPKNLERE7RDZXEDWRH63J73QVQ/,https://tw.feature.appledaily.com/charity/projdetail/A5008
A5007,妻顧癌夫苦撐5口　盼熬到子女出社會,2020/10/21,已結案,862006,明細,https://tw.appledaily.com/headline/20201021/QN354UOZY5EO5EET5QMPEFZD5A/,https://tw.feature.appledaily.com/charity/projdetail/A5007
A5006,婦悲長子逝現次子病重　「受不住白髮再送黑髮」,2020/10/20,已結案,924811,明細,https://tw.appledaily.com/headline/20201020/6OEYHVVFARGEPJX3TWEDQQDTIQ/,https://tw.feature.appledaily.com/charity/projdetail/A5006
A5005,癱男哽咽「對不起家人」　子女喊加油「爸爸很偉大」,2020/10/19,已結案,1131413,明細,https://tw.appledaily.com/headline/20201019/ZQXCWJGCGNF63CQCHWO4S7RHRE/,https://tw.feature.appledaily.com/charity/projdetail/A5005
A5004,癌末婦因4歲腦麻兒勇敢向前　「他是榜樣」,2020/10/16,已結案,967755,明細,https://tw.appledaily.com/headline/20201016/SIQ5BMX2KFCIRFI4646V7JQ2RM/,https://tw.feature.appledaily.com/charity/projdetail/A5004
A5003,單親爸抗癌無盡頭　不捨老母做工扛家,2020/10/15,已結案,910055,明細,https://tw.appledaily.com/headline/20201015/4TD6GT4JIFBYHCUYRAFAM4NIJA/,https://tw.feature.appledaily.com/charity/projdetail/A5003
A5002,肺阻塞男靠氧氣機生活　「為國二子努力呼吸」,2020/10/14,已結案,904931,明細,https://tw.appledaily.com/headline/20201014/QYMVHJO4URHEZFHISJF5DKVO5M/,https://tw.feature.appledaily.com/charity/projdetail/A5002
A5001,癌兒不忍父辛苦棄治療　翁「你怎能先走」,2020/10/13,已結案,940956,明細,https://tw.appledaily.com/headline/20201013/7SP2UDFT6NGLNHNYEBWZVMDJEY/,https://tw.feature.appledaily.com/charity/projdetail/A5001
A5000,單親壯男確診小腦萎縮症　憂2國中子女往後,2020/10/12,已結案,1078836,明細,https://tw.appledaily.com/headline/20201012/A6L3BY5MVJGFJIEECVE25MCU3Y/,https://tw.feature.appledaily.com/charity/projdetail/A5000
A4999,妻中風夫把屎尿　「盼她好起我才能工作」,2020/10/08,已結案,794102,明細,https://tw.appledaily.com/headline/20201008/7FRNUNIUOFCUNN66P2D7YMKYOU/,https://tw.feature.appledaily.com/charity/projdetail/A4999
A4998,單親爸中風勤復健　自喊加油「不想連累小孩」,2020/10/07,已結案,822779,明細,https://tw.appledaily.com/headline/20201007/FOT3XJ2ZW5C3DFUBK25QFQX5WE/,https://tw.feature.appledaily.com/charity/projdetail/A4998
A4997,夫緊擁腦癌妻與11歲女　「我們沒錢但快樂過」,2020/10/06,已結案,1455863,明細,https://tw.appledaily.com/headline/20201006/ZGQSHVGO65BJJNI4MJMYLEQPRM/,https://tw.feature.appledaily.com/charity/projdetail/A4997
A4996,運將摔車成脊癱　憂鬱妻難撐4口,2020/10/05,已結案,1169897,明細,https://tw.appledaily.com/headline/20201005/X77XTGGJTFBUBAEQHRCX4HI6TQ/,https://tw.feature.appledaily.com/charity/projdetail/A4996
A4995,八旬母悲嘆次子癌逝　「相依長子竟也中風癱」,2020/09/30,已結案,1097911,明細,https://tw.appledaily.com/headline/20200930/ISZISMO52ZAQLMOQ573IL43BWA/,https://tw.feature.appledaily.com/charity/projdetail/A4995
A4994,肝硬化單親媽相依2子女　「盼可等到換肝」,2020/09/29,已結案,1084998,明細,https://tw.appledaily.com/headline/20200929/V2DYGOA5AJEGBP7X5OMOFG53BA/,https://tw.feature.appledaily.com/charity/projdetail/A4994
A4993,病嬤難養3孫　「他們很聽話 我要咬牙撐」,2020/09/28,已結案,1318773,明細,https://tw.appledaily.com/headline/20200928/UGTMXV6UMZCYNMLYX4IM4FEKL4/,https://tw.feature.appledaily.com/charity/projdetail/A4993
A4992,愛家男突罹癌妻淚崩  「一起堅強面對」,2020/09/25,已結案,841465,明細,https://tw.appledaily.com/headline/20200925/UBRTRHSOGZGYPJKUCSKFQOIZHE/,https://tw.feature.appledaily.com/charity/projdetail/A4992
A4991,鬱男扛顧2殘兄癱母  「只剩我能依靠」,2020/09/24,已結案,1429146,明細,https://tw.appledaily.com/headline/20200924/OQMLK3HNOFCTJH3OSHDKAPTLBU/,https://tw.feature.appledaily.com/charity/projdetail/A4991
A4990,男三癌復發謝伴侶不離棄　「為兒女勇敢」,2020/09/23,已結案,902942,明細,https://tw.appledaily.com/headline/20200923/5RE3ZUVBHZAZFOEQNITORM5LQA/,https://tw.feature.appledaily.com/charity/projdetail/A4990
A4989,男意外成視障　愁如何養大4歲女,2020/09/21,已結案,1060175,明細,https://tw.appledaily.com/headline/20200921/XU4CIR5SSZA2TGMBFKY544C334/,https://tw.feature.appledaily.com/charity/projdetail/A4989
A4988,慈父癌末嬤失智　孝女「告訴自己要堅強」,2020/09/18,已結案,940162,明細,https://tw.appledaily.com/headline/20200918/NTPK3HYKCRGFRHYSZQ4VYSOJ3Q/,https://tw.feature.appledaily.com/charity/projdetail/A4988
A4987,苦命八旬嬤撿回收扛顧食道癌兒,2020/09/17,已結案,1695123,明細,https://tw.appledaily.com/headline/20200917/KNA7AQW2IRDBHKQVJWGJQZAVXI/,https://tw.feature.appledaily.com/charity/projdetail/A4987
A4986,妻為中風癱夫加油　「兒子都在等你回家」,2020/09/16,已結案,958407,明細,https://tw.appledaily.com/headline/20200916/ND3PWWLUTVD2VNS25ZFA2USZGU/,https://tw.feature.appledaily.com/charity/projdetail/A4986
A4985,扛家父罹舌癌四期　憂妻兒「夜晚偷哭」,2020/09/15,已結案,901396,明細,https://tw.appledaily.com/headline/20200915/P564K5QKERDMPKMU3MJ6WSPOAU/,https://tw.feature.appledaily.com/charity/projdetail/A4985
A4984,單親爸扛磚撐家　無奈癌末憂2子無依,2020/09/14,已結案,1131239,明細,https://tw.appledaily.com/headline/20200914/2XRRM7734ZAKJM3ZWRQCDJTV3Q/,https://tw.feature.appledaily.com/charity/projdetail/A4984
A4983,單親媽腦術後癱　盼再有力氣盡母職,2020/09/11,已結案,1126560,明細,https://tw.appledaily.com/headline/20200911/ZSNM5WSSZ5EG7NM65OIYOQBVQM/,https://tw.feature.appledaily.com/charity/projdetail/A4983
A4982,單親癌母4度復發　 為國二子撐下去,2020/09/10,已結案,1255966,明細,https://tw.appledaily.com/headline/20200910/FADYR6QCKRGA3AKXJHHJOREMMM/,https://tw.feature.appledaily.com/charity/projdetail/A4982
A4981,扛家男中風　憂妻女失依「再痛也要復健」,2020/09/09,已結案,864108,明細,https://tw.appledaily.com/headline/20200909/R5V3WCJC45BRZF2WCNWCG77LYU/,https://tw.feature.appledaily.com/charity/projdetail/A4981
A4980,粗工壯男驚癌末　3子女盼好爸爸不要放棄,2020/09/07,已結案,1077000,明細,https://tw.appledaily.com/headline/20200907/6F52QZGELFEXPNYC36BXKETMCM/,https://tw.feature.appledaily.com/charity/projdetail/A4980
A4979,單親爸相依2子　憾無法為8歲癌兒受苦,2020/09/04,已結案,1228588,明細,https://tw.appledaily.com/headline/20200904/DAQJ76FH3RAYPLB4NDVNFBLNT4/,https://tw.feature.appledaily.com/charity/projdetail/A4979
A4978,父癱兄憨母腦瘤　孝女扛家不敢婚,2020/09/03,已結案,1310941,明細,https://tw.appledaily.com/headline/20200903/E2OCBUSJ4RAK7HLNDSWM7DPLWQ/,https://tw.feature.appledaily.com/charity/projdetail/A4978
A4976,單親癌父3坪租處相依國二子　與生命拔河,2020/09/02,已結案,1273759,明細,https://tw.appledaily.com/headline/20200902/RYRSY26ZN5EKBNCNSZSCKJOAMA/,https://tw.feature.appledaily.com/charity/projdetail/A4976
A4975,婦扛顧重傷夫與幼子　夜做加工難撐家,2020/08/31,已結案,1300659,明細,https://tw.appledaily.com/headline/20200831/BJC2GWRKRNCKJKZBRTDJD4EVHE/,https://tw.feature.appledaily.com/charity/projdetail/A4975
A4974,撐家孝子與癌父相依　憾中風癱復健路長,2020/08/28,已結案,960492,明細,https://tw.appledaily.com/headline/20200828/A4PGIOLSIFCNRIDXKQJUHYMD7M/,https://tw.feature.appledaily.com/charity/projdetail/A4974
A4973,單親癌媽顧癱母國三兒　「關關難過關關過」,2020/08/27,已結案,1232952,明細,https://tw.appledaily.com/headline/20200827/NQCYO5DGHBELJKI53D2V62PNK4/,https://tw.feature.appledaily.com/charity/projdetail/A4973
A4972,粗工男暴瘦胃癌轉肝　為妻小「很怕還是要拼」,2020/08/26,已結案,925335,明細,https://tw.appledaily.com/headline/20200826/XHRI5QAU2VEIRNOBDXY2FVMVGU/,https://tw.feature.appledaily.com/charity/projdetail/A4972
A4971,掌中戲操偶師罹雙癌  命運無法掌「憂5子女」,2020/08/24,已結案,1059555,明細,https://tw.appledaily.com/headline/20200824/3JHMXZ5HOJGTXP5B2CHPXA3FVA/,https://tw.feature.appledaily.com/charity/projdetail/A4971
A4969,單親癌母相依19歲女　「就怕留她孤單一人」,2020/08/21,已結案,872848,明細,https://tw.appledaily.com/headline/20200821/4TRKAGIBRNAHJHSJPHHV7V65OI/,https://tw.feature.appledaily.com/charity/projdetail/A4969
A4968,放不下七旬中風父  癌男振作拼活,2020/08/20,已結案,945854,明細,https://tw.appledaily.com/headline/20200820/5DCGQYFHKVBUPNPAE5MBCSBWKY/,https://tw.feature.appledaily.com/charity/projdetail/A4968
A4967,夫妻接連罹癌  憂2歲幼女及15歲身障子,2020/08/19,已結案,1419856,明細,https://tw.appledaily.com/headline/20200819/MVTRECR7KFBJLELU7MFCB6YJPE/,https://tw.feature.appledaily.com/charity/projdetail/A4967
A4966,18歲女喜上國立大學  單親父卻罹癌愁醫病,2020/08/18,已結案,1004863,明細,https://tw.appledaily.com/headline/20200818/U6QWDCCCR5BG5MN4AJOCT35QU4/,https://tw.feature.appledaily.com/charity/projdetail/A4966
A4965,男中風昏迷 女友撐顧3歲子等奇蹟,2020/08/17,已結案,867547,明細,https://tw.appledaily.com/headline/20200817/WI6ZX5L52MBXTXPQ4LDD24NPVM/,https://tw.feature.appledaily.com/charity/projdetail/A4965
A4964,6歲女憂癌父 天真喊愛你「不要再去醫院」,2020/08/14,已結案,1132276,明細,https://tw.appledaily.com/headline/20200814/NFHWRAPZXKMBGWWFD5DR4S7QIE/,https://tw.feature.appledaily.com/charity/projdetail/A4964
A4963,男中風難扛家淚崩  妻女慰「會一直陪著你」,2020/08/13,已結案,793641,明細,https://tw.appledaily.com/headline/20200813/WLRF6OM4E6MMIMIGK7JJ3LNQSY/,https://tw.feature.appledaily.com/charity/projdetail/A4963
A4962,夫妻雙雙罹癌 翁嘆「年輕時身體比牛還壯」,2020/08/12,已結案,728217,明細,https://tw.appledaily.com/headline/20200812/MZD5LB6FTK7L5UQ6XVMT2LOF34/,https://tw.feature.appledaily.com/charity/projdetail/A4962
A4961,男跌重癱不識兒女 妻忍淚水「求爸爸好起」,2020/08/10,已結案,1207360,明細,https://tw.appledaily.com/headline/20200810/LUVE2QMMC4TB5DU2BNEBLZIWJE/,https://tw.feature.appledaily.com/charity/projdetail/A4961
A4960,扛家單親癌子等不到兒捐肝病逝 孫嬤憂往後,2020/08/07,已結案,936374,明細,https://tw.appledaily.com/headline/20200807/2WBDNCBACEF56WUVW2IQZGHZLE/,https://tw.feature.appledaily.com/charity/projdetail/A4960
A4959,妻癌復發近癱 運將夫勉「為8歲女撐下去」,2020/08/06,已結案,1296624,明細,https://tw.appledaily.com/headline/20200806/B6KDYNYYBAUH4B5GHUV2FM2ADI/,https://tw.feature.appledaily.com/charity/projdetail/A4959
A4958,15歲女憂單親爸肝癌治療漫長 「家裡很困難」,2020/08/05,已結案,1442909,明細,https://tw.appledaily.com/headline/20200805/HPVWTZECZDOWNFZFJ7CMCXWY6Y/,https://tw.feature.appledaily.com/charity/projdetail/A4958
A4957,撐家子中風癱老伴失智 輕殘母嘆「走不下去」,2020/08/04,已結案,1150677,明細,https://tw.appledaily.com/headline/20200804/ZPOX37OF27KSNXOFKNGAS4ILSA/,https://tw.feature.appledaily.com/charity/projdetail/A4957
A4956,父癱母精障 憨子零工難撐家,2020/08/03,已結案,1099707,明細,https://tw.appledaily.com/headline/20200803/L2KN6WFSMZJSBAF4DQ4TYSMKHY/,https://tw.feature.appledaily.com/charity/projdetail/A4956
A4955,母逝 13歲女與中風單親癌父相依3坪租處,2020/07/31,已結案,1606764,明細,https://tw.appledaily.com/headline/20200731/QBYKDLJF5TNW2SSCDTRNB2PKRU/,https://tw.feature.appledaily.com/charity/projdetail/A4955
A4954,撐家翁婿皆重傷  復健長路愁6口生計,2020/07/30,已結案,1002242,明細,https://tw.appledaily.com/headline/20200730/YVYBH2B7DP3YTWCZRJDTYZZHNE/,https://tw.feature.appledaily.com/charity/projdetail/A4954
A4953,19歲子顧中風單親爸  「他是為家累倒的」,2020/07/29,已結案,1046862,明細,https://tw.appledaily.com/headline/20200729/KQHIEMKUYZRQV7OLKTYRTW7PME/,https://tw.feature.appledaily.com/charity/projdetail/A4953
A4952,夫妻接連罹癌 盼「一人快好起 一人就可工作」,2020/07/27,已結案,801565,明細,https://tw.appledaily.com/headline/20200727/ZTNE5ZIEW2TRJ44TSN65WHWUAI/,https://tw.feature.appledaily.com/charity/projdetail/A4952
A4951,獨子中風癱 心臟病母嘆：「我拖老命顧」,2020/07/24,已結案,840115,明細,https://tw.appledaily.com/headline/20200724/QRFJPPYR7DJKCUF2L4Y52USE3A/,https://tw.feature.appledaily.com/charity/projdetail/A4951
A4950,3兄妹相依癌末單親爸  抱頭落淚 「不要走」,2020/07/23,已結案,1444349,明細,https://tw.appledaily.com/headline/20200723/IZDZHWAUZAD4XB72QVZEE3MM6A/,https://tw.feature.appledaily.com/charity/projdetail/A4950
A4949,婦子宮頸癌轉至腦  憂病弱夫15歲子往後,2020/07/22,已結案,896933,明細,https://tw.appledaily.com/headline/20200722/4TVWVTDREPTITVO4YYB7AKYEWE/,https://tw.feature.appledaily.com/charity/projdetail/A4949
A4948,20歲男突遭癌襲 帶病照顧重癱父,2020/07/20,已結案,2519668,明細,https://tw.appledaily.com/headline/20200720/6KI4KVVURRQJSON42E5MLO4E6Q/,https://tw.feature.appledaily.com/charity/projdetail/A4948
A4947,翁罹雙癌 14歲女「家裡經濟很不好」,2020/07/17,已結案,1081591,明細,https://tw.appledaily.com/headline/20200717/2PRKDIUEY7UTX73Y7KH3BXTMOM/,https://tw.feature.appledaily.com/charity/projdetail/A4947
A4946,扛家夫食道癌轉肺腦  5口租住鐵皮屋拼活,2020/07/16,已結案,1084067,明細,https://tw.appledaily.com/headline/20200716/RJUCQRC63AM66SBVREWPLRGS74/,https://tw.feature.appledaily.com/charity/projdetail/A4946
A4945,單親媽罹腦瘤失能    16歲女休學扛4口,2020/07/15,已結案,1616523,明細,https://tw.appledaily.com/headline/20200715/WIXM3XCWD7ODO2ZK7GM4QB4K6Y/,https://tw.feature.appledaily.com/charity/projdetail/A4945
A4944,務農夫妻1人倒全家慌 萬元收入難撐4口,2020/07/13,已結案,1100714,明細,https://tw.appledaily.com/headline/20200713/FX4MWOQ2U5XYXDXIC5PMJVLRJI/,https://tw.feature.appledaily.com/charity/projdetail/A4944
A4943,夫車禍癱 視障妻當清潔工苦扛4口,2020/07/10,已結案,1070234,明細,https://tw.appledaily.com/headline/20200710/LLLDZ2T3BIYBYS3COMMP3Q3UAE/,https://tw.feature.appledaily.com/charity/projdetail/A4943
A4942,單親癌母憂拖累兒 19歲子「媽是最苦的人」,2020/07/09,已結案,960537,明細,https://tw.appledaily.com/headline/20200709/CEV7TATWFSSJNS3LKWQ2Q4YFP4/,https://tw.feature.appledaily.com/charity/projdetail/A4942
A4941,男肝病又罹癌 4口愁居5坪租屋處,2020/07/08,已結案,1173958,明細,https://tw.appledaily.com/headline/20200708/KA4265ZP5Z7BPERDE65FT6QXXQ/,https://tw.feature.appledaily.com/charity/projdetail/A4941
A4940,父癱母憨 17歲子休學撐顧病嬤,2020/07/06,已結案,1673001,明細,https://tw.appledaily.com/headline/20200706/HE6CQDO5IPAZGUV6ZO46TXB66Q/,https://tw.feature.appledaily.com/charity/projdetail/A4940
A4939,癌子烈日綁鐵撐家伴癌母 憾復發轉移,2020/07/03,已結案,1098411,明細,https://tw.appledaily.com/headline/20200703/QJOJR6DG2H4UQR3I56MEQRWZGY/,https://tw.feature.appledaily.com/charity/projdetail/A4939
A4938,16歲子相依單親癌母「怕她突然死掉」,2020/07/02,已結案,1179205,明細,https://tw.appledaily.com/headline/20200702/VMUTCCOCXOFM5HIADNXBT7FCJU/,https://tw.feature.appledaily.com/charity/projdetail/A4938
A4937,單親婦中風癱 娘家兩老撐顧憂15歲孫,2020/07/01,已結案,1083516,明細,https://tw.appledaily.com/headline/20200701/PTRPTKWM6DF5C6SYKHUBRMF5GM/,https://tw.feature.appledaily.com/charity/projdetail/A4937
A4936,年輕媽媽癌末 擁幼娃「實在放不下」,2020/06/30,已結案,1540008,明細,https://tw.appledaily.com/headline/20200630/4XK4IUCUVF2Q7KAIQ4H4FOR23A/,https://tw.feature.appledaily.com/charity/projdetail/A4936
A4935,夫癱兩子幼 婦順命安排「撐下去」,2020/06/29,已結案,1122621,明細,https://tw.appledaily.com/headline/daily/20200629/38669536,https://tw.feature.appledaily.com/charity/projdetail/A4935
A4934,妻逝翁獨育11歲子 憂罹癌「兒會沒媽又沒爸」,2020/06/24,已結案,1023759,明細,https://tw.appledaily.com/headline/daily/20200624/38665994,https://tw.feature.appledaily.com/charity/projdetail/A4934
A4933,單親媽忍腰痛撿回收育2子 竟又罹癌,2020/06/23,已結案,1410293,明細,https://tw.appledaily.com/headline/daily/20200623/38665377,https://tw.feature.appledaily.com/charity/projdetail/A4933
A4931,18歲女顧單親癌父「盼爸多陪我幾年」,2020/06/22,已結案,1140098,明細,https://tw.appledaily.com/headline/daily/20200622/38664755,https://tw.feature.appledaily.com/charity/projdetail/A4931
A4930,單親爸換肝後又罹癌 為兒女拼搏求活,2020/06/19,已結案,971732,明細,https://tw.appledaily.com/headline/daily/20200619/38662615,https://tw.feature.appledaily.com/charity/projdetail/A4930
A4929,夫猝逝 癌婦獨育2子「怕他們也沒媽」,2020/06/18,已結案,1010944,明細,https://tw.appledaily.com/headline/daily/20200618/38662011,https://tw.feature.appledaily.com/charity/projdetail/A4929
A4928,重殘女憂癌末母 盼「這麼好的媽媽快好起來」,2020/06/17,已結案,1030120,明細,https://tw.appledaily.com/headline/daily/20200617/38661299,https://tw.feature.appledaily.com/charity/projdetail/A4928
A4927,父癌逝母癌末 高一女休學打工也難扛,2020/06/16,已結案,1456412,明細,https://tw.appledaily.com/headline/daily/20200616/38660586,https://tw.feature.appledaily.com/charity/projdetail/A4927
