percentage,age,gender,adlib_id
0.124071,35-44,male,297220778790844
0.077759,18-24,male,297220778790844
0.050886,55-64,female,297220778790844
0.020583,45-54,female,297220778790844
3.81e-4,65+,unknown,297220778790844
0.011435,35-44,female,297220778790844
0.004002,25-34,female,297220778790844
0.005718,18-24,female,297220778790844
0.116066,65+,male,297220778790844
0.043644,65+,female,297220778790844
3.81e-4,35-44,unknown,297220778790844
1.91e-4,25-34,unknown,297220778790844
0.001144,45-54,unknown,297220778790844
0.001479,18-24,unknown,144449874297063
0.025888,65+,female,144449874297063
0.10503,65+,male,144449874297063
0.134615,25-34,male,144449874297063
0.26997,18-24,male,144449874297063
0.008876,18-24,female,144449874297063
0.117604,45-54,male,144449874297063
0.133876,35-44,male,144449874297063
0.011834,25-34,female,144449874297063
0.013314,35-44,female,144449874297063
0.136834,55-64,male,144449874297063
0.013314,45-54,female,144449874297063
0.025888,55-64,female,144449874297063
7.4e-4,35-44,unknown,144449874297063
7.4e-4,55-64,unknown,144449874297063
4.62e-4,65+,unknown,2543338605973539
0.059231,25-34,male,2543338605973539
4.62e-4,18-24,unknown,2543338605973539
5.77e-4,35-44,unknown,2543338605973539
5.77e-4,45-54,unknown,2543338605973539
2.89e-4,55-64,unknown,2543338605973539
0.007563,25-34,female,2543338605973539
0.059693,65+,female,2543338605973539
0.040584,45-54,female,2543338605973539
0.008429,18-24,female,2543338605973539
0.077647,55-64,female,2543338605973539
0.013797,35-44,female,2543338605973539
0.055479,18-24,male,2543338605973539
0.109456,35-44,male,2543338605973539
0.224224,45-54,male,2543338605973539
0.2233,55-64,male,2543338605973539
0.117943,65+,male,2543338605973539
2.89e-4,25-34,unknown,2543338605973539
6.22e-4,25-34,unknown,457810061960885
6.22e-4,18-24,unknown,457810061960885
6.22e-4,45-54,unknown,457810061960885
0.014935,18-24,female,457810061960885
0.252645,45-54,male,457810061960885
0.056627,35-44,female,457810061960885
0.369011,35-44,male,457810061960885
0.143124,25-34,male,457810061960885
0.077162,18-24,male,457810061960885
0.037337,25-34,female,457810061960885
0.047293,45-54,female,457810061960885
6.91e-4,55-64,unknown,477583613480354
0.11743,25-34,male,477583613480354
0.001842,18-24,unknown,477583613480354
0.033848,65+,female,477583613480354
0.049965,55-64,female,477583613480354
0.029012,65+,male,477583613480354
0.093944,18-24,female,477583613480354
0.097628,35-44,male,477583613480354
0.047433,55-64,male,477583613480354
0.001151,45-54,unknown,477583613480354
0.08151,18-24,male,477583613480354
0.166014,25-34,female,477583613480354
0.067235,45-54,male,477583613480354
0.127331,35-44,female,477583613480354
0.072531,45-54,female,477583613480354
0.005526,25-34,unknown,477583613480354
0.006217,35-44,unknown,477583613480354
6.91e-4,65+,unknown,477583613480354
0.003018,25-34,unknown,237177791490378
0.108505,25-34,male,237177791490378
0.001646,18-24,unknown,237177791490378
0.001097,65+,unknown,237177791490378
0.003292,35-44,unknown,237177791490378
0.001235,45-54,unknown,237177791490378
0.168587,35-44,male,237177791490378
0.139781,55-64,male,237177791490378
0.049383,25-34,female,237177791490378
0.02332,65+,female,237177791490378
0.182442,45-54,male,237177791490378
0.060494,45-54,female,237177791490378
0.065569,65+,male,237177791490378
0.054184,18-24,male,237177791490378
0.041427,55-64,female,237177791490378
0.073388,35-44,female,237177791490378
0.022222,18-24,female,237177791490378
4.12e-4,55-64,unknown,237177791490378
0.001574,55-64,unknown,282659870009939
0.009761,25-34,female,282659870009939
0.037783,35-44,female,282659870009939
0.003778,45-54,unknown,282659870009939
0.067065,25-34,male,282659870009939
0.21631,35-44,male,282659870009939
0.153967,55-64,male,282659870009939
0.336902,45-54,male,282659870009939
0.038098,55-64,female,282659870009939
0.044395,65+,male,282659870009939
0.015113,65+,female,282659870009939
0.067065,45-54,female,282659870009939
0.002204,25-34,unknown,282659870009939
0.003463,35-44,unknown,282659870009939
0.002519,65+,unknown,282659870009939
0.001402,25-34,unknown,277237634104091
5.9e-4,18-24,unknown,277237634104091
0.001992,35-44,unknown,277237634104091
0.17883,55-64,male,277237634104091
0.252029,45-54,male,277237634104091
0.121864,25-34,male,277237634104091
0.191153,35-44,male,277237634104091
0.044053,45-54,female,277237634104091
0.081944,18-24,male,277237634104091
0.017378,18-24,female,277237634104091
0.039441,35-44,female,277237634104091
0.043352,55-64,female,277237634104091
0.024388,25-34,female,277237634104091
4.43e-4,55-64,unknown,277237634104091
0.001144,45-54,unknown,277237634104091
0.118999,25-34,male,1615914705270070
0.08046,65+,male,1615914705270070
0.258959,35-44,male,1615914705270070
0.176471,55-64,male,1615914705270070
0.31643,45-54,male,1615914705270070
0.048682,18-24,male,1615914705270070
6.41e-4,18-24,unknown,967152664112680
0.011855,25-34,female,967152664112680
0.038129,45-54,female,967152664112680
0.018263,35-44,female,967152664112680
0.122076,65+,female,967152664112680
0.016661,18-24,male,967152664112680
0.158603,45-54,male,967152664112680
0.247677,55-64,male,967152664112680
0.036206,25-34,male,967152664112680
0.105735,55-64,female,967152664112680
0.176546,65+,male,967152664112680
0.059917,35-44,male,967152664112680
0.007369,18-24,female,967152664112680
3.2e-4,25-34,unknown,967152664112680
0.001553,45-54,unknown,479169973500684
0.004658,25-34,female,479169973500684
0.032609,55-64,female,479169973500684
0.017081,45-54,female,479169973500684
0.055901,25-34,male,479169973500684
0.26087,45-54,male,479169973500684
0.307453,55-64,male,479169973500684
0.125776,65+,male,479169973500684
0.013975,65+,female,479169973500684
0.048137,18-24,male,479169973500684
0.111801,35-44,male,479169973500684
0.009317,18-24,female,479169973500684
0.01087,35-44,female,479169973500684
0.001059,45-54,unknown,264090198759476
0.003705,35-44,unknown,264090198759476
0.050459,55-64,female,264090198759476
0.058927,35-44,female,264090198759476
0.206069,55-64,male,264090198759476
0.208539,35-44,male,264090198759476
0.044107,25-34,female,264090198759476
0.140085,25-34,male,264090198759476
0.230946,45-54,male,264090198759476
0.054164,45-54,female,264090198759476
0.001764,25-34,unknown,264090198759476
1.76e-4,55-64,unknown,264090198759476
2.06e-4,18-24,unknown,381597419616756
2.06e-4,25-34,unknown,381597419616756
0.00576,18-24,female,381597419616756
0.01152,18-24,male,381597419616756
6.17e-4,45-54,unknown,381597419616756
0.089693,55-64,female,381597419616756
0.067064,65+,female,381597419616756
0.023246,25-34,male,381597419616756
0.25612,55-64,male,381597419616756
0.260029,45-54,male,381597419616756
0.088459,35-44,male,381597419616756
0.038264,45-54,female,381597419616756
0.137215,65+,male,381597419616756
0.013783,35-44,female,381597419616756
0.006994,25-34,female,381597419616756
8.23e-4,55-64,unknown,381597419616756
4.1e-4,45-54,unknown,1923388764474910
0.010238,35-44,female,1923388764474910
0.014742,45-54,female,1923388764474910
0.169533,55-64,male,1923388764474910
0.017609,65+,female,1923388764474910
0.166667,45-54,male,1923388764474910
0.101966,65+,male,1923388764474910
0.04095,25-34,female,1923388764474910
0.103604,35-44,male,1923388764474910
0.140459,18-24,male,1923388764474910
0.061835,25-34,male,1923388764474910
0.148649,18-24,female,1923388764474910
0.021294,55-64,female,1923388764474910
8.19e-4,35-44,unknown,1923388764474910
4.1e-4,65+,unknown,1923388764474910
8.19e-4,55-64,unknown,1923388764474910
4.7e-4,65+,unknown,170157308303904
0.273026,45-54,male,170157308303904
0.00141,45-54,unknown,170157308303904
0.00141,55-64,unknown,170157308303904
0.003289,35-44,unknown,170157308303904
0.00141,25-34,unknown,170157308303904
0.145677,35-44,male,170157308303904
0.147086,65+,male,170157308303904
0.044173,25-34,male,170157308303904
0.029135,65+,female,170157308303904
0.007519,35-44,female,170157308303904
0.020677,18-24,male,170157308303904
0.018327,45-54,female,170157308303904
0.278195,55-64,male,170157308303904
0.023496,55-64,female,170157308303904
0.003289,25-34,female,170157308303904
0.00141,18-24,female,170157308303904
3.16e-4,45-54,unknown,291461432454840
0.277901,55-64,male,291461432454840
0.012804,35-44,female,291461432454840
0.003952,18-24,female,291461432454840
0.255928,45-54,male,291461432454840
0.065444,65+,female,291461432454840
0.035251,45-54,female,291461432454840
0.094372,35-44,male,291461432454840
0.13895,65+,male,291461432454840
3.16e-4,25-34,unknown,291461432454840
0.08141,55-64,female,291461432454840
0.008694,18-24,male,291461432454840
0.018969,25-34,male,291461432454840
7.9e-4,55-64,unknown,291461432454840
0.004584,25-34,female,291461432454840
1.58e-4,18-24,unknown,291461432454840
1.58e-4,35-44,unknown,291461432454840
0.001287,55-64,unknown,498585648161758
7.72e-4,25-34,unknown,498585648161758
0.034354,55-64,female,498585648161758
0.097658,25-34,male,498585648161758
0.112198,55-64,male,498585648161758
0.245754,35-44,male,498585648161758
0.035126,65+,male,498585648161758
0.277792,45-54,male,498585648161758
0.081318,45-54,female,498585648161758
0.068065,35-44,female,498585648161758
0.012995,65+,female,498585648161758
0.023932,25-34,female,498585648161758
0.004503,35-44,unknown,498585648161758
0.001287,65+,unknown,498585648161758
0.002959,45-54,unknown,498585648161758
5.19e-4,55-64,unknown,933196507454110
5.19e-4,25-34,unknown,933196507454110
5.19e-4,18-24,unknown,933196507454110
0.114486,65+,female,933196507454110
0.037643,45-54,female,933196507454110
0.014538,35-44,female,933196507454110
0.115784,55-64,female,933196507454110
0.159917,45-54,male,933196507454110
0.007269,18-24,female,933196507454110
0.07269,35-44,male,933196507454110
0.047248,25-34,male,933196507454110
0.011682,25-34,female,933196507454110
0.045171,18-24,male,933196507454110
0.222741,55-64,male,933196507454110
0.149273,65+,male,933196507454110
0.245628,55-64,male,197032542230393
8.13e-4,25-34,unknown,197032542230393
4.07e-4,65+,unknown,197032542230393
0.034567,65+,female,197032542230393
0.128914,65+,male,197032542230393
0.063034,55-64,female,197032542230393
0.153314,35-44,male,197032542230393
0.00122,45-54,unknown,197032542230393
4.07e-4,55-64,unknown,197032542230393
0.03538,45-54,female,197032542230393
0.266775,45-54,male,197032542230393
0.0122,18-24,male,197032542230393
0.033347,25-34,male,197032542230393
0.002033,18-24,female,197032542230393
0.00488,25-34,female,197032542230393
0.016673,35-44,female,197032542230393
4.07e-4,18-24,unknown,197032542230393
3.47e-4,65+,unknown,302903027874424
3.47e-4,55-64,unknown,302903027874424
0.021137,25-34,male,302903027874424
0.063756,65+,female,302903027874424
0.259529,45-54,male,302903027874424
0.303188,55-64,male,302903027874424
0.086279,35-44,male,302903027874424
0.15107400000000001,65+,male,302903027874424
0.015939,18-24,male,302903027874424
0.004505,25-34,female,302903027874424
0.02183,45-54,female,302903027874424
0.006584,35-44,female,302903027874424
0.062024,55-64,female,302903027874424
0.002772,18-24,female,302903027874424
6.93e-4,45-54,unknown,302903027874424
0.00202,35-44,unknown,824056391655674
0.159596,25-34,male,824056391655674
0.034343,65+,female,824056391655674
0.19798,45-54,male,824056391655674
0.155556,55-64,male,824056391655674
0.189899,35-44,male,824056391655674
0.105051,65+,male,824056391655674
0.042424,55-64,female,824056391655674
0.00404,18-24,female,824056391655674
0.024242,35-44,female,824056391655674
0.026263,25-34,female,824056391655674
0.036364,18-24,male,824056391655674
0.022222,45-54,female,824056391655674
8.29e-4,45-54,unknown,469103897635218
0.001658,35-44,unknown,469103897635218
0.196517,55-64,male,469103897635218
0.154229,45-54,male,469103897635218
0.015755,25-34,female,469103897635218
0.016584,45-54,female,469103897635218
0.127695,18-24,male,469103897635218
0.102819,25-34,male,469103897635218
0.00995,18-24,female,469103897635218
0.0199,35-44,female,469103897635218
0.113599,35-44,male,469103897635218
0.1534,65+,male,469103897635218
0.046434,65+,female,469103897635218
0.038972,55-64,female,469103897635218
0.001658,18-24,unknown,469103897635218
2.14e-4,45-54,unknown,211221033703773
0.178758,65+,male,211221033703773
0.008975,35-44,female,211221033703773
0.005342,18-24,female,211221033703773
0.071055,18-24,male,211221033703773
6.41e-4,65+,unknown,211221033703773
0.006411,25-34,female,211221033703773
0.180682,45-54,male,211221033703773
0.234106,55-64,male,211221033703773
5.34e-4,35-44,unknown,211221033703773
0.04477,55-64,female,211221033703773
0.080137,25-34,male,211221033703773
0.018378,45-54,female,211221033703773
0.11497,35-44,male,211221033703773
0.053425,65+,female,211221033703773
3.21e-4,18-24,unknown,211221033703773
4.27e-4,25-34,unknown,211221033703773
8.55e-4,55-64,unknown,211221033703773
3.88e-4,65+,unknown,757912804892705
0.026382,25-34,male,757912804892705
3.88e-4,25-34,unknown,757912804892705
0.015519,18-24,male,757912804892705
0.033366,45-54,female,757912804892705
0.006014,18-24,female,757912804892705
0.266149,55-64,male,757912804892705
0.011639,35-44,female,757912804892705
0.08613,35-44,male,757912804892705
0.005626,25-34,female,757912804892705
0.08904,55-64,female,757912804892705
0.217459,45-54,male,757912804892705
0.157905,65+,male,757912804892705
0.083026,65+,female,757912804892705
1.94e-4,55-64,unknown,757912804892705
5.82e-4,45-54,unknown,757912804892705
1.94e-4,18-24,unknown,757912804892705
3.82e-4,18-24,unknown,856208931600343
0.188852,35-44,male,856208931600343
3.82e-4,55-64,unknown,856208931600343
0.050904,45-54,female,856208931600343
0.067574,55-64,female,856208931600343
0.157928,25-34,male,856208931600343
0.048104,35-44,female,856208931600343
0.138967,45-54,male,856208931600343
0.111861,55-64,male,856208931600343
2.55e-4,65+,unknown,856208931600343
0.065157,65+,male,856208931600343
0.054721,65+,female,856208931600343
0.080682,18-24,male,856208931600343
0.01858,25-34,female,856208931600343
0.013998,18-24,female,856208931600343
7.64e-4,25-34,unknown,856208931600343
6.36e-4,35-44,unknown,856208931600343
2.55e-4,45-54,unknown,856208931600343
0.003367,35-44,female,464781038068560
0.180135,18-24,female,464781038068560
0.26936,25-34,male,464781038068560
0.368687,18-24,male,464781038068560
0.148148,25-34,female,464781038068560
0.026936,35-44,male,464781038068560
0.003367,25-34,unknown,464781038068560
2.23e-4,25-34,unknown,631314031071727
0.024107,35-44,female,631314031071727
0.032366,25-34,male,631314031071727
0.034375,45-54,female,631314031071727
0.002232,25-34,female,631314031071727
0.283482,45-54,male,631314031071727
0.043973,55-64,female,631314031071727
0.11317,65+,male,631314031071727
0.196429,55-64,male,631314031071727
2.23e-4,55-64,unknown,631314031071727
0.029464,65+,female,631314031071727
0.23817,35-44,male,631314031071727
6.7e-4,45-54,unknown,631314031071727
8.93e-4,35-44,unknown,631314031071727
2.23e-4,65+,unknown,631314031071727
5.43e-4,35-44,unknown,559084068405337
0.026014,65+,male,559084068405337
9.1e-5,65+,unknown,559084068405337
2.9e-4,45-54,unknown,559084068405337
3.26e-4,55-64,unknown,559084068405337
0.037933,18-24,female,559084068405337
0.051031,18-24,male,559084068405337
0.03143,65+,female,559084068405337
0.06536,55-64,male,559084068405337
5.98e-4,25-34,unknown,559084068405337
0.142205,25-34,male,559084068405337
0.094199,45-54,female,559084068405337
0.146408,35-44,male,559084068405337
0.11938,35-44,female,559084068405337
0.094199,45-54,male,559084068405337
0.08304,55-64,female,559084068405337
0.106844,25-34,female,559084068405337
1.09e-4,18-24,unknown,559084068405337
0.001239,18-24,unknown,565753597645312
2.06e-4,55-64,unknown,565753597645312
0.019199,55-64,female,565753597645312
0.002064,35-44,unknown,565753597645312
0.135425,55-64,male,565753597645312
0.001032,45-54,unknown,565753597645312
0.029521,35-44,female,565753597645312
0.058629,18-24,male,565753597645312
0.019612,25-34,female,565753597645312
0.273328,45-54,male,565753597645312
0.153386,25-34,male,565753597645312
0.002271,25-34,unknown,565753597645312
0.025599,45-54,female,565753597645312
0.270231,35-44,male,565753597645312
0.008258,18-24,female,565753597645312
0.074672,35-44,female,778840282747578
0.00449,25-34,unknown,778840282747578
0.005322,35-44,unknown,778840282747578
0.094961,18-24,female,778840282747578
0.117911,25-34,female,778840282747578
0.278231,25-34,male,778840282747578
0.178447,35-44,male,778840282747578
0.242475,18-24,male,778840282747578
0.003492,18-24,unknown,778840282747578
0.214733,65+,male,279104093866537
0.363037,55-64,male,279104093866537
0.017174,35-44,male,279104093866537
0.140095,45-54,male,279104093866537
0.125729,55-64,female,279104093866537
0.11752,65+,female,279104093866537
0.018795,45-54,female,279104093866537
0.002268,35-44,female,279104093866537
2.16e-4,65+,unknown,279104093866537
4.32e-4,55-64,unknown,279104093866537
0.450699,25-34,male,843388609590928
0.246039,18-24,male,843388609590928
0.182665,35-44,male,843388609590928
0.033551,35-44,female,843388609590928
0.050699,25-34,female,843388609590928
0.004287,25-34,unknown,843388609590928
0.002982,18-24,unknown,843388609590928
0.026468,18-24,female,843388609590928
0.00261,35-44,unknown,843388609590928
1.06e-4,55-64,unknown,2863657353894329
0.021047,55-64,male,2863657353894329
0.186674,45-54,male,2863657353894329
0.00698,25-34,unknown,2863657353894329
0.173347,35-44,male,2863657353894329
0.164357,35-44,female,2863657353894329
0.169857,25-34,male,2863657353894329
0.110418,45-54,female,2863657353894329
0.14849299999999999,25-34,female,2863657353894329
0.007298,35-44,unknown,2863657353894329
0.003702,45-54,unknown,2863657353894329
0.0077210000000000004,55-64,female,2863657353894329
0.001504,25-34,unknown,507735573939000
0.037497,18-24,female,507735573939000
0.197814,35-44,male,507735573939000
0.429416,25-34,male,507735573939000
0.282334,18-24,male,507735573939000
0.035793,25-34,female,507735573939000
0.013234,35-44,female,507735573939000
0.001203,35-44,unknown,507735573939000
0.001203,18-24,unknown,507735573939000
0.001486,18-24,unknown,516509396421203
0.015848,25-34,female,516509396421203
0.005151,35-44,female,516509396421203
0.024564,18-24,female,516509396421203
0.326664,18-24,male,516509396421203
0.177892,35-44,male,516509396421203
0.446811,25-34,male,516509396421203
8.91e-4,25-34,unknown,516509396421203
6.93e-4,35-44,unknown,516509396421203
4.16e-4,45-54,unknown,1961058694058639
0.008314,18-24,female,1961058694058639
0.023833,45-54,female,1961058694058639
4.16e-4,18-24,unknown,1961058694058639
0.055633,55-64,female,1961058694058639
0.069835,65+,female,1961058694058639
0.207704,65+,male,1961058694058639
0.034155,18-24,male,1961058694058639
0.121934,35-44,male,1961058694058639
9.01e-4,35-44,unknown,1961058694058639
0.060482,25-34,male,1961058694058639
0.162117,45-54,male,1961058694058639
0.213316,55-64,male,1961058694058639
0.025288,35-44,female,1961058694058639
5.54e-4,25-34,unknown,1961058694058639
0.014133,25-34,female,1961058694058639
5.54e-4,65+,unknown,1961058694058639
4.16e-4,55-64,unknown,1961058694058639
1.18e-4,65+,unknown,460486675270866
0.069385,65+,female,460486675270866
5.91e-4,55-64,unknown,460486675270866
2.36e-4,18-24,unknown,460486675270866
0.152482,65+,male,460486675270866
0.255201,55-64,male,460486675270866
0.076478,55-64,female,460486675270866
0.243853,45-54,male,460486675270866
0.098345,35-44,male,460486675270866
4.73e-4,25-34,unknown,460486675270866
0.025768,25-34,male,460486675270866
0.014066,35-44,female,460486675270866
0.004492,18-24,female,460486675270866
0.035343,45-54,female,460486675270866
0.007683,25-34,female,460486675270866
0.014894,18-24,male,460486675270866
3.55e-4,45-54,unknown,460486675270866
2.36e-4,35-44,unknown,460486675270866
4.76e-4,55-64,unknown,174125204543686
0.198287,35-44,male,174125204543686
0.00136,45-54,unknown,174125204543686
0.039256,65+,female,174125204543686
0.166304,45-54,male,174125204543686
0.094555,65+,male,174125204543686
8.5e-4,18-24,unknown,174125204543686
0.134185,55-64,male,174125204543686
0.047787,18-24,male,174125204543686
0.002651,35-44,unknown,174125204543686
0.10465,25-34,male,174125204543686
0.046564,55-64,female,174125204543686
0.067738,35-44,female,174125204543686
0.032323,25-34,female,174125204543686
0.015771,18-24,female,174125204543686
0.045238,45-54,female,174125204543686
0.001428,25-34,unknown,174125204543686
5.78e-4,65+,unknown,174125204543686
5.72e-4,25-34,unknown,298654754938457
7.74e-4,18-24,unknown,298654754938457
7.07e-4,35-44,unknown,298654754938457
0.010364,18-24,female,298654754938457
0.010869,25-34,female,298654754938457
0.021402,45-54,female,298654754938457
0.053,65+,female,298654754938457
0.01733,35-44,female,298654754938457
0.207457,55-64,male,298654754938457
4.71e-4,55-64,unknown,298654754938457
0.04839,55-64,female,298654754938457
0.169196,45-54,male,298654754938457
0.072921,18-24,male,298654754938457
0.130801,35-44,male,298654754938457
0.087997,25-34,male,298654754938457
0.166538,65+,male,298654754938457
5.38e-4,65+,unknown,298654754938457
6.73e-4,45-54,unknown,298654754938457
6.88e-4,25-34,unknown,943261069834009
0.047455,65+,female,943261069834009
0.001376,18-24,unknown,943261069834009
0.001376,35-44,unknown,943261069834009
0.007565,18-24,female,943261069834009
0.018569,45-54,female,943261069834009
0.008253,25-34,female,943261069834009
0.141678,45-54,male,943261069834009
0.211829,55-64,male,943261069834009
6.88e-4,55-64,unknown,943261069834009
0.072902,25-34,male,943261069834009
0.143054,35-44,male,943261069834009
0.149243,65+,male,943261069834009
0.127235,18-24,male,943261069834009
0.047455,55-64,female,943261069834009
0.019945,35-44,female,943261069834009
6.88e-4,45-54,unknown,943261069834009
0.055566,45-54,female,285195179807924
0.161537,55-64,male,285195179807924
0.202451,35-44,male,285195179807924
0.123019,65+,female,285195179807924
